Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR13306940149192458241,HERB JONES FOR VIRGINIA,FEC ID C00809145,US,,6,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06101491357434511361,Föreningen för Svenskar i Världen,,"AT, BE, DE, EE, HU, LU, NL, PL",,4,0,1650,0,0,0,0,20000,1250,0,0,0,0,0,0,0,0,0,0,0
AR17978845113803079681,Friends of Katrina Shankland,EIN ID 85-2874055,US,,6,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13487849394380210177,Rune Kristensen,,"DE, DK, ES, IE, IT, NL, SE",,4,0,200,0,0,0,1500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR12943820730402865153,FRIENDS OF KIM HOWARD,EIN ID 83-3525074,US,,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15734826440828387329,ΝΙΚΟΛΑΟΣ ΔΑΒΡΑΔΟΣ,,GR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03193527537145741313,FUTURE45,FEC ID C00574533,US,,2,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15438031281413160961,NCTA- The Internet & Television Association,EIN ID 53-0222396,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK, US",,60,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08818523471731490817,"TIFFANY FOR WISCONSIN, INC.",FEC ID C00718635,US,,30,15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02792884088602624001,Dante Abel Ardenghi,,AR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
AR00820510758386270209,HOLLIS DAY CAMPAIGN,EIN ID 92-1538572,US,,1,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12997863925931311105,MONIKA FOR CONGRESS,FEC ID C00714972,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05140286610121687041,Marija Dekanić,,HR,,38,0,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13058181140966277121,WELLMA spa,,"CZ, DE",,5,0,150,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05936484933034835969,CAMPAIGN FUND OF WILL STANCIL,EIN ID 99-1431646,US,,4,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04648254778734804993,"KOMITET WYBORCZY WYBORCÓW DLA ZIEMI RACIBORSKIEJ, NIEZALEŻNI I MICHAŁ WOŚ",,"BE, CZ, DE, IT, NL, PL, SK",,4,0,50,0,0,1500,0,0,250,0,0,0,0,0,0,0,0,0,0,0
AR11673982553777242113,Primero San Nicolas,,"AR, BE, DE, ES, FR, GR, HR, IT, NL, PT",,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0
AR15355011006690492417,Mediahuis,,"AT, BE, BG, DE, ES, FI, FR, GR, IE, IT, LU, NL, PT, RO, SE",,147,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00278836148803993601,Fine Gael,,"AT, BE, BG, DE, DK, ES, FI, FR, GR, HR, HU, IE, IT, LT, NL, PL, PT, RO, SK",,25,0,13650,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0
AR04673325327475277825,JODY JOHNSON CAMPAIGN,EIN ID 87-4488741,US,,3,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08353510214451855361,NOWA LEWICA,,PL,,2,0,200,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0
AR17674852138955571201,JAMIE RASKIN FOR CONGRESS,FEC ID C00575126,US,,11,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15648052192890322945,Iowa Democratic Party,FEC ID C00035600,US,,10,37800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08070081508657856513,WHEELER FOR NC,Registered in US-NC STAB1DNV8C001,US,,8,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04163867095781605377,ELEICAO 2022 SERGIO PEREIRA DINIZ BOTINHA DEPUTADO ESTADUAL,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0
AR04909660335343927297,ELEICAO 2022 FLAVIO ALVES SERAFINI DEPUTADO ESTADUAL,,BR,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0
AR14148485492731019265,"THE MODERATE PAC, INC.",FEC ID C00790089,US,,2,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17519843264549617665,Shrina Kurani For Congress,FEC ID C00785287,US,,5,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11160342089089155073,Laisvės partija,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,167,0,15700,0,100,1500,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR00469671784967307265,AVRAKEDABRA COMMUNICATION GROUP SRL,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,198,0,15800,0,100,1500,500,20000,250,77000,1000,0,0,0,0,0,0,0,0,0
AR03566545859120201729,ELEICAO 2022 GEAN MARQUES LOUREIRO GOVERNADOR,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0
AR17145864587887771649,Digital blockchain d.o.o.,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,7,0,13400,0,100,1500,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR11549370262436708353,LIDIO BARBOSA DEPUTADO ESTADUAL,,BR,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0
AR17358777936500490241,ELEICAO 2022 ANTENOR GOMES DE LIMA DEPUTADO ESTADUAL,,BR,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0
AR02954836756895105025,"WEVOYCE, INC",EIN ID 85-3019408,US,,104,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11591878412758679553,KOMITET WYBORCZY WYBORCÓW KOALICJA OBYWATELSKA DAWID KOSTEMPSKI,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,72,0,1750,0,100,1500,500,20000,7500,250,1000,50,0,0,0,0,0,0,0,0
AR05435013931762450433,Centre Alliance Party Incorporated,,AU,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0
AR07495112450035941377,ELEICAO 2022 MARCELO HERCOLIN DEPUTADO FEDERAL,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
AR09852073953848197121,DesignBoxed Creative INDIA PVT. LTD.,,IN,,1042,0,0,8818000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01485315895591960577,Resign DPS Board,EIN ID 92-3295830,US,,2,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11964582686724456449,ELEICAO 2022 THIAGO MENEZES CARREIRO DEPUTADO FEDERAL,,BR,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0
AR07343999420205105153,ELEICAO 2022 JACQUELINE LIMA DOS SANTOS DEPUTADO ESTADUAL,,BR,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0
AR16183020537457410049,SENSIBILITY ON SUNSET LLC,EIN ID 92-3615193,US,,1,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07739439464329510913,Republican Party of Brown Co,Registered in US-WI 0300017,US,,1,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11853949620579205121,RURAL AMERICA FUND D/B/A RURAL AMERICA 2020,FEC ID C30003172,US,,11,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04185907356116189185,ELEICAO 2022 RAPHAELA MARIA DE OLIVEIRA MORAES VASQUES DEPUTADO FEDERAL,,BR,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0
AR08944624261297864705,NEO PHILANTHROPY INC,EIN ID 13-3191113,"AT, BE, DE, DK, ES, FR, IE, IT, NL, SE, US",,11,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11026778501788205057,ALLIANCE FOR SOLAR CHOICE (THE),EIN ID 80-0922315,US,,9,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12304309583316254721,TERRY LYON FOR ASSEMBLY,Registered in US-WI 0106266,US,,2,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03627767078871629825,Claudio Javier Poggi,,AR,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,0,0
AR08217970461158408193,ANGADALA RUPALATHA,,IN,,10,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18393802863710044161,PARTEI MENSCH UMWELT TIERSCHUTZ (Tierschutzpartei),,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,36,0,27400,0,100,1500,500,20000,500,250,1000,0,0,0,0,0,0,0,0,0
AR03461491714974285825,ZEKE FOR JUDGE,Registered in US-PA ,US,,7,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14692805699088416769,Elegí Mendoza,,AR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0
AR05697528929963737089,JOHN BOLTON PAC,FEC ID C00542431,US,,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02162203222477897729,FRIENDS OF WENDY GRAHAM LELAND,EIN ID 84-2086024,US,,2,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06188421289347121153,RICHARD BERMAN AND COMPANY,EIN ID 52-1536666,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK, US",,49,238800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14503651903398739969,ELEICAO 2022 MARIVANIA CONCEICAO SOUZA SILVA DEPUTADO ESTADUAL,,BR,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0
AR17932946688096337921,MAXROY.AGENCY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,11,0,1000,0,0,1500,500,0,4250,0,1000,50,0,0,0,0,0,0,0,0
AR11232986925415530497,VIDNEWS PRIVATE LIMITED,,IN,,7,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07557515576067751937,RAHEEL FOR SUPERVISOR,EIN ID 83-2505603,US,,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14032679086938128385,Scott Leyendecker,,US,,14,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06737059793262870529,Onni Rostila,,FI,,10,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07361885725609951233,Ann Hsu for San Francisco Board of Education 2022,Registered in US-CA ,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16646390540249595905,PARTIDUL MISCAREA POPULARA - FILIALA IASI,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,302,0,4950,0,100,1500,500,20000,250,23000,1000,0,0,0,0,0,0,0,0,0
AR02288304012044271617,"MARESH, WILLIAM HOUSE COMMITTEE",Registered in US-MN 18312,US,,8,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13265345899191599105,NEO KYMA - Η ΑΛΛΗ ΚΥΠΡΟΣ,,"AT, BE, CY, DE, DK, ES, FI, FR, IE, IT, LU, NL, SE",,59,0,1050,0,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR15058720007716339713,JUDICIAL INTEGRITY PROJECT,EIN ID 87-1693760,US,,12,47200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17197973330146099201,THE VOTER PARTICIPATION CENTER,EIN ID 55-0889748,US,,723,373300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09150945419226775553,PLANNED PARENTHOOD OF THE HEARTLAND INC,EIN ID 42-0727488,US,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08971645859062087681,FRIENDS OF JEREMY COONEY,Registered in US-NY A22319,US,,19,32300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14478685773903167489,Konver Agency s.r.o.,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,32,0,900,0,100,24000,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR10322725747273236481,CLAIRE FOR BOULDER COUNTY,EIN ID 83-3705347,US,,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15757936525976797185,Ondřej Prokop,,CZ,,3,0,100,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15050325236438269953,ELEICAO 2022 NEIVA TERESINHA MARQUES DEPUTADO ESTADUAL,,BR,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0
AR05019601946114260993,Russel C. Ford,,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05068578317184008193,STATE OF MINNESOTA,EIN ID 41-6007162,US,,3,45800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09099683575799742465,Agentia Fortin,,"AT, BE, BG, CY, CZ, DE, DK, ES, FI, FR, GR, HR, HU, IE, IT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,26,0,450,0,100,1500,500,20000,250,2250,1000,0,0,0,0,0,0,0,0,0
AR06821405323094392833,Česká pirátská strana,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,1944,0,68950,0,100,1659000,500,20000,250,250,1000,0,0,0,0,0,0,0,0,0
AR02827891542398599169,Committee to Elect Jared Golden,FEC ID C00653816,US,,106,137600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06096062312613937153,FRIENDS OF GLYNN,Registered in US-IN 7650,US,,18,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13718439866310590465,"CARL4CONGRESS, LLC",FEC ID C00711416,US,,3,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09732392250603732993,FRIENDS OF NATALIE RASCHER,EIN ID 83-1803390,US,,14,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04996777390391689217,Eleicao 2022 Thelma Regina Vieira de Mello Deputado Distrital,,BR,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0
AR09971444976338337793,AMERICA'S TOMORROW,FEC ID C00681478,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04907878714190069761,新國際經貿文化社,,TW,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0
AR09235264354620801025,New Emerging World Of Journalism Private Limited,,IN,,53,0,0,167000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08756372752337731585,Eddie Williams-Primary,Registered in US-AR 434092,US,,420,12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10640732272694657025,SUSIE LEE FOR CONGRESS,FEC ID C00655613,US,,70,109500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17392976871292928001,Vincent Licursi,,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17692866537465053185,EDDIE GELLER FOR CONGRESS,EIN ID 87-2004579,US,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03227844806877118465,Texas Public Policy Foundation,,US,,20,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00687274344514060289,WALBERG FOR CONGRESS,FEC ID C00390724,US,,33,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12996654119543373825,LIBERALERNA I KALMAR KOMMUN,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,17,0,1100,0,100,1500,500,20000,250,250,11000,0,0,0,0,0,0,0,0,0
AR04008679069699801089,JOANN 2020,Registered in US-CT ,US,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05079691356083847169,WOMEN-VOTE,EIN ID 83-1987246,US,,2,66200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11605420616441659393,EVA 4 SENATE,EIN ID 88-0912391,US,,3,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10267848228577738753,PAULOS 4 NEVADA,EIN ID 86-3593210,US,,3,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07723886563116974081,Paul Dyson for Texas,EIN ID 93-3257891,US,,5,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07022049221452759041,ELEICAO 2022 SELIANE MARIA DOS SANTOS DEPUTADO ESTADUAL,,BR,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
AR02319445136280387585,DIRETORIO ESTADUAL DO PARTIDO REDE SUSTENTABILIDADE DO ESPIRITO SANTO,,"AT, BE, BR, DE, DK, ES, FR, IT, NL",,120,0,200,0,0,0,500,0,0,0,0,0,0,0,0,0,30500,0,0,0
AR16398461560223170561,"MIKE BRAUN FOR INDIANA, INC.",Registered in US-IN 7771,US,,3,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12045313091043328001,VASILEIOS SMPOKOS,,"AT, BE, DE, DK, ES, FI, FR, GR, IE, IT, LU, NL, SE",,6,0,450,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR02593321937887297537,ELEICAO 2022 PAULO PEREIRA DA SILVA DEPUTADO FEDERAL,,BR,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
AR06985281071583592449,Lovepreet Singh,,IN,,77,0,0,131750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14938154778159480833,MCDUFFIE 2022,Registered in US-DC FEPATG220069,US,,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15619949569037565953,Advictory LLC,EIN ID 47-3889825,US,,108,68600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18049057727329599489,Russell Miles Robertson,,AU,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,16200,0,0,0,0,0
AR02575068395598774273,ELEICAO 2022 JOSE FREDERICO LYRA NETTO DEPUTADO FEDERAL,,BR,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0
AR07654717901521289217,Liberalerna Skåne,,"AT, BE, CZ, DE, DK, ES, FI, FR, GR, IE, IT, LU, NL, SE",,632,0,96350,0,0,0,500,0,0,0,1020000,0,0,0,0,0,0,0,0,0
AR07254843114685202433,Anne Cottrell for Supervisor 2022,Registered in US-CA 1436534,US,,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18431669150817452033,Verlag Lensing-Wolff GmbH & Co. KG,,"AT, BE, BG, CY, CZ, DE, DK, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",,129,0,5700,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13000090093380173825,ELEICAO 2022 VALTENIR LUIZ PEREIRA DEPUTADO FEDERAL,,BR,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211000,0,0,0
AR17479521905416339457,ELEICAO 2022 EDILAINE MANSSUETO ALVES DEPUTADO FEDERAL,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0
AR06565512030592172033,Luděk Niedermayer,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,40,0,350,0,0,7500,0,0,250,0,0,0,0,0,0,0,0,0,0,0
AR03876907995589771265,Tameika Isaac Devine,Registered in US-SC ,US,,14,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04368043518841585665,MARK K ROBINSON,EIN ID 84-4522103,US,,4,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04111251066346012673,ELEICAO 2022 DANILO AUGUSTO ROCHA E SILVA DEPUTADO ESTADUAL,,BR,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0
AR09099434845653696513,El Nacional Online,,AR,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0
AR09372145168502751233,Ohio Citizen Action,EIN ID 34-1208942,US,,66,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18071201960232484865,NZME PUBLISHING LIMITED,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NZ, PL, PT, RO, SE, SI, SK",,32,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0
AR16430450167406133249,Myers Mermel For Vermont,FEC ID C00816207,US,,3,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10461563210816290817,Planned Parenthood Advocates of Wisconsin Political Fund,EIN ID 27-3225544,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01847919024952836097,ELEICAO 2022 KATIA REGINA OLIVEIRA DIAS DEPUTADO FEDERAL,,BR,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
AR05884505967508324353,Australian Labor Party (N.S.W. Branch),,AU,,119,0,0,0,0,0,0,0,0,0,0,0,0,0,192000,0,0,0,0,0
AR01928638159277522945,UNIVERSITY OF NEW SOUTH WALES,,"AU, BE, CY, CZ, DE, DK, ES, FI, FR, GR, IE, IT, MT, NL, PL, RO, SE",,26,0,0,0,0,0,0,0,0,0,0,0,0,0,14100,0,0,0,0,0
AR07958604464259072001,ULTRATECH CEMENT LIMITED,,IN,,15,0,0,1707500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13505308333359235073,Committee to Support MB Citizens for Schools,Registered in US-CA 1445822,US,,16,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15896587141262606337,D B Corp Limited,,IN,,143,0,0,46060250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01982059237383077889,NAJMNA LLC,Registered in US-CA ,US,,3,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05798664208509829121,Barcelona en Comú,,"AT, BE, BG, CY, CZ, DE, DK, ES, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",,110,0,7750,0,100,1500,500,0,250,250,1000,50,0,0,0,0,0,0,0,0
AR12921343311117025281,Federalismo y Libertad,,AR,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375000,0,0
AR02328238308724834305,Shivansh Mishra,,IN,,2,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17927053718088318977,Thoms for Senate,Registered in US-IL 36993,US,,12,29700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03503126372027465729,Dnemarketing assessoria de imprensa,,BR,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
AR05166828271060385793,Argentinos Online,,AR,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34245000,0,0
AR01013816859738243073,ELEICAO 2022 JUAREZ ALVES DA COSTA DEPUTADO FEDERAL,,BR,,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134500,0,0,0
AR14403679736356143105,JOSH NEWMAN FOR SENATE 2024,EIN ID 85-3923620,US,,7,57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07706134363770978305,MURPHY FOR SI,EIN ID 86-1979941,US,,28,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11853004109298794497,IOANNIS BOURNOUS,,"AT, BE, DE, DK, ES, FI, FR, GR, IT, LU, NL, SE",,2,0,350,0,0,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0
AR03829082813194305537,Bowen Kou Campaign,EIN ID 92-2795793,US,,4,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11523216179346800641,DO RIGHT PAC,EIN ID 88-2566726,US,,1,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16628434347136909313,Marlene For Congress,FEC ID C00840751,US,,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00986139437647790081,Champion Barra Sport e Marketing Ltda,,BR,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0
AR12923941044776599553,JAMIE KOHLMANN FOR TEXAS,EIN ID 93-4806762,US,,2,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
