Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD,Spend_ILS,Spend_AUD,Spend_TWD,Spend_BRL,Spend_ARS,Spend_ZAR,Spend_CLP
AR18396919291980021761,Mike Moon for Congress,FEC ID C00468355,US,,3,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07918942709023244289,PERRY JOHNSON FOR PRESIDENT INC.,FEC ID C00833160,"BE, DE, DK, ES, FI, FR, GR, HU, IE, IT, NL, PL, PT, SE, US",,89,111600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06656795650593652737,TRAVIS OLSEN FOR CONGRESS,FEC ID C00725838,US,,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16803327580093546497,MATHYS FOR CONGRESS,FEC ID C00767327,US,,4,20300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02454937198256979969,OHIO CD-04 WATCH,FEC ID C00691725,US,,3,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06580234456928354305,CENTER FORWARD,FEC ID C90012998,US,,31,36600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00914706125696270337,"Jim Banks for Congress, Inc.",FEC ID C00577999,US,,1,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11621052923009564673,NEIGHBORS FOR SAMUELS,FEC ID C00807974,US,,5,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05238161767971946497,LEO VALENTIN FOR CONGRESS,FEC ID C00726000,US,,5,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16662949597680762881,STEPHANIE MURPHY FOR CONGRESS,FEC ID C00620443,US,,87,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17278327014293504001,JEANNE HENDRICKS FOR CONGRESS,FEC ID C00795682,US,,2,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03471771049182363649,Cheri Beasley for North Carolina,FEC ID C00777904,US,,47,1855800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17743813508249681921,"FRIENDS OF DENVER RIGGLEMAN, INC.",FEC ID C00680488,US,,61,136800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09336802741617426433,ASHLEY HINSON FOR CONGRESS,FEC ID C00706267,US,,73,55800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08260077117937549313,"JEFF COLEMAN FOR CONGRESS, INC.",FEC ID C00715698,US,,66,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02382879604219052033,FRIENDS OF ANDREW BALES FOR CONGRESS,FEC ID C00725382,US,,22,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07051388383569903617,DEVOLDER-SANTOS FOR CONGRESS,FEC ID C00721365,US,,52,55400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01094089523622576129,Craig Riedel for Ohio,FEC ID C00800003,US,,2,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05941088622580072449,COATNEY FOR CONGRESS,FEC ID C00786277,US,,13,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13069861321707618305,JACKIE GORDON FOR CONGRESS,FEC ID C00706549,US,,59,227100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09578871221588590593,CONOLE FOR CONGRESS,FEC ID C00702191,US,,12,71100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06994565622646439937,ARCHERD FOR CONGRESS,FEC ID C00732347,US,,3,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08709457415814250497,AMERICAN DREAM FEDERAL ACTION,FEC ID C00809020,US,,53,440900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08340297486300086273,SODERBERG FOR CONGRESS,FEC ID C00649798,US,,3,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12115158398966693889,COMMITTEE TO ELECT ALLEN SMITH,FEC ID C00698001,US,,32,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12917789792615268353,BILL FLORES FOR CONGRESS,FEC ID C00472241,US,,4,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14956869565575856129,PRIORITIES USA ACTION & HOUSE MAJORITY PAC,"FEC ID C00495028, FEC ID C00495861",US,,5152,1368000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07303001998859698177,ARBALLO FOR CONGRESS,FEC ID C00708479,US,,9,31200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00251832555542675457,MAJORITY FORWARD,FEC ID C30002802,US,,2,79500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15056374268377956353,HOUSE MAJORITY PAC,FEC ID C00495028,US,,1413,6105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08705933481047228417,NUESTRO PAC,FEC ID C00744185,US,,40,405800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06300250692862869505,Gail Huff Brown for Congress,FEC ID C00789008,US,,2,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14213587919809019905,Laura Friedman for Congress,FEC ID C00831321,US,,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00676015345445634049,CLEAVER FOR CONGRESS,FEC ID C00395848,US,,6,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05321343121148084225,Stephen J Valentine for Congress,FEC ID C00799536,US,,2,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10618802238400757761,Mallory Staples for Congress,FEC ID C00781922,US,,2,14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12699781925594726401,SINEMA FOR ARIZONA,FEC ID C00508804,US,,211,725900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17864390042160463873,Independent Joe Sweeney for Congress,FEC ID C00855692,US,,10,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04922909794056011777,CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS INC.,FEC ID C90014838,US,,91,111500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03284946706315083777,LET AMERICA VOTE PAC AND NATIONAL DEMOCRATIC REDISTRICTING COMMITTEE,FEC ID C00632398,US,,111,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14799243578617888769,Scott Peters for Congress,FEC ID C00503110,US,,9,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14033691840226525185,TRUE KENTUCKY PATRIOTS,FEC ID C00761106,US,,7,114200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17831717538745024513,JASON MINNICOZZI FOR CONGRESS,FEC ID C00783480,US,,3,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17492839740007776257,Darlene McDonald for Congress,FEC ID C00803858,US,,7,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11267721081852526593,THE PAT MCCRORY COMMITTEE,FEC ID C00776757,US,,25,16700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09782293791988776961,THE GEORGIA WAY,FEC ID C00763185,US,,1,61100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15447822123220860929,COMMITTEE TO ELECT KIANI GARDNER,FEC ID C00710947,US,,18,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16935638651851767809,FRIENDS OF CHRIS SMITH,FEC ID C00096412,US,,40,26600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13042055497274884097,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,FEC ID C00030718,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03316748740118708225,AWAKE CAROLINA,FEC ID C00701805,US,,7,71800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12423031825226530817,THE COLLECTIVE SUPER PAC,FEC ID C00592808,US,,2,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12161185055217025025,DOUG MAYS FOR CONGRESS,FEC ID C00678516,US,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11187423369718923265,LAST BEST PLACE PAC,FEC ID C00849729,US,,13,182300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09177967016990998529,MCCREADY FOR CONGRESS,FEC ID C00641381,US,,96,238400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01170566879526256641,MCCASKILL FOR MISSOURI,FEC ID C00431304,US,,343,762900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01026451691450400769,OHIO DEMOCRATIC PARTY,FEC ID C00016899,US,,666,352900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11586488194442461185,VAN DREW FOR CONGRESS,FEC ID C00661868,US,,5,49400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09421161396869005313,KOHL VICTORY FUND,FEC ID C00662346,US,,13,62400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15678496364193382401,CITIZENS FOR A STRONGER NEW JERSEY,FEC ID C00676700,US,,10,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10834975020514541569,DR JOHN JOYCE FOR CONGRESS,FEC ID C00674259,US,,64,25400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01371821487874375681,KLIPPERT FOR CONGRESS,FEC ID C00771154,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12178208793749880833,RICHIE CASTALDO FOR CONGRESS 2020,FEC ID C00744474,US,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00237417133468811265,XOCHITL FOR NEW MEXICO,FEC ID C00666149,US,,62,123700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12390482192235495425,NICK MELVOIN FOR CONGRESS,FEC ID C00831289,US,,2,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00405739169541783553,"BOOKER FOR THE PEOPLE, LTD",FEC ID C00733261,US,,27,126900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17473462290677235713,FLORIDA FIRST PROJECT,FEC ID C00620476,US,,8,165700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09855342046003331073,JEFF MERKLEY FOR OREGON,FEC ID C00437277,US,,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05929464310773317633,SHONTEL BROWN FOR CONGRESS,FEC ID C00764381,US,,8,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14419840323901456385,MARCUS FOR GEORGIA,FEC ID C00768101,US,,2,88300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR11525186847781158913,JIM LAMON FOR SENATE,FEC ID C00778407,US,,22,122800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05709082220191285249,Don Bacon for Congress,FEC ID H6NE02125,US,,1,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07177464159246745601,JULIE OLIVER FOR CONGRESS,FEC ID C00700716,US,,19,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02995734466279768065,FRIENDS OF JAZZ LEWIS,FEC ID C00792382,US,,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17899179655215185921,Midwest Values PAC,FEC ID C00416131,US,,6,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04122218729192816641,Neighbors for Results,FEC ID C00865725,US,,14,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03137760376104419329,DW PAC,FEC ID C00837138,US,,30,33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05423800012670763009,JASON RITTEREISER FOR CONGRESS,FEC ID C00650028,US,,10,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16082829670680100865,TASK FORCE GRIGGS FOR CONGRESS,FEC ID C00741397,US,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14375120986976550913,VALOR PAC,FEC ID C00583153,US,,43,29100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02360889371663532033,SARAH FOR WISCONSIN,FEC ID C00776740,US,,3,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08512129713244733441,KYLE LABRUE FOR CONGRESS,FEC ID C00794156,US,,6,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06804434773436530689,FRIENDS OF BLAIR MILO,FEC ID C00800888,US,,2,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08646542260961280001,ROGER FOR WISCONSIN,FEC ID C00733600,US,,3,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13886564265168470017,GINO FOR SENATE,FEC ID C00790279,US,,25,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05625471335925809153,JOSH WINEGARNER FOR CONGRESS,FEC ID C00723536,US,,38,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13895352386731376641,VICENTE GONZALEZ FOR CONGRESS,FEC ID C00592659,US,,14,35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06845946834943213569,LULU FOR TEXAS,FEC ID C00721670,US,,5,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08931113462415753217,BERNIE MORENO FOR OHIO,FEC ID C00775585,US,,17,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14997462160483811329,DEMOCRATIC PARTY OF ILLINOIS,FEC ID C00167015,US,,51,136200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01674065414599999489,BE CHANGE NOW,FEC ID C30002794,US,,34,146900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16608906402152316929,"NRA Victory Fund, Inc.",FEC ID C00741710,US,,625,4752100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09683214600186626049,KENNEDY FOR MASSACHUSETTS,FEC ID C00717108,US,,276,71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09761267006497095681,Virginia Foxx for Congress,FEC ID C00386748,US,,94,57800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13430209490158878721,CASTRO FOR CONGRESS,FEC ID C00497933,US,,14,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02000073635892559873,Georgia Republican Party Inc.,FEC ID C00150672,US,,7,19700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14811492619187650561,Joe Kent for Congress,FEC ID C00771394,US,,4,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06214598462181212161,SCOTT TAYLOR FOR CONGRESS,FEC ID C00608703,US,,15,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17048091203582558209,DAVID OCAMPO GRAJALES FOR CONGRESS,FEC ID C00799858,US,,3,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06872968432707436545,KATE BOLZ FOR CONGRESS,FEC ID C00721472,US,,6,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14496878774332686337,IUOE Operating Engineers,FEC ID C00136739,US,,3,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01299763893836447745,TIM RYAN FOR CONGRESS,FEC ID C00373464,US,,24,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04216208247310254081,Landsman for Congress,FEC ID C00800276,US,,42,54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07511635154863915009,AMMAR CAMPA-NAJJAR FOR CONGRESS,FEC ID C00635888,US,,38,79900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15834287266244591617,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),FEC ID C00004036,US,,1830,630900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06881131207032045569,DEFEAT BY TWEET,FEC ID C00749143,US,,31,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06085341249609400321,MIKE SIEGEL FOR CONGRESS,FEC ID C00662668,US,,2,38400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR04841845000763342849,RICHARD E NEAL FOR CONGRESS COMMITTEE,FEC ID C00226522,US,,26,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00215803758523711489,CAMPAIGN TO ELECT CELESTE WILLIAMS,FEC ID C00709667,US,,4,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08471885045047492609,Nevada Advocates for Planned Parenthood Affiliates PAC (NAPPA PAC),FEC ID C00685289,US,,9,31600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02513483993412796417,PUTNAM FOR CONGRESS,FEC ID C00720474,US,,29,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07399889589109784577,TRENT CHRISTENSEN FOR CONGRESS,FEC ID C00741256,US,,2,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10406975447794450433,Rolling Sea Action Fund,FEC ID C00844530,US,,3,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02209993770257088513,PAC FOR A CHANGE,FEC ID C00342048,US,,13,79900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14514816413186654209,KEEP AMERICA BLUE,FEC ID C00778910,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00992874977160069121,Max Ukropina for Congress 2024,FEC ID H4CA47135,US,,33,29300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12168357169565007873,DONNELLY FOR INDIANA,FEC ID C00393652,US,,50,59400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00738905417689595905,CULAC THE PAC OF CREDIT UNION NATIONAL ASSOCIATION,FEC ID C00007880,US,,2,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15809100753387126785,"MARTY FOR CONGRESS, INC.",FEC ID C00658583,US,,29,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03461994466666086401,KENDRA HORN FOR CONGRESS,FEC ID C00648915,US,,64,103700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09478685852369420289,NEBRASKA REPUBLICAN PARTY,FEC ID C00032334,US,,5,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14164296229420269569,ALASKANS FOR DAN SULLIVAN,FEC ID C00570994,US,,50,16300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18164227962566606849,MCBRIDE FOR DELAWARE INC.,FEC ID C00843763,US,,2,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01258243895230201857,QARNI FOR CONGRESS,FEC ID C00853952,US,,10,14900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12536610276864163841,RODNEY FOR CONGRESS,FEC ID C00521948,US,,28,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05283197764245651457,TIFFANY SHEDD FOR CONGRESS COMMITTEE,FEC ID C00657155,US,,34,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06250627259200176129,LEAGUE OF CONSERVATION VOTERS ACTION FUND,FEC ID C00252940,US,,10,96500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03440039418482655233,TAMMY YOUNG FOR CONGRESS,FEC ID C00725051,US,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14987843117367951361,"America's First Freedoms, Inc.",FEC ID C00868026,US,,13,35200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17842933004024938497,JESSICA FOR MICHIGAN,FEC ID C00845933,US,,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR06346722067206897665,LOCAL BUSINESSES SUPPORT LOCAL JOBS PAC,FEC ID C00820316,US,,4,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16542196832671891457,AMERICAN ACTION NETWORK INC,FEC ID C90011230,US,,99,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09321908482229665793,Aarika For Congress,FEC ID C00748814,US,,8,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03156519075266428929,Amy Phan West For Congress,FEC ID H2CA45125,US,,1,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01172038232242651137,DARREN SOTO FOR CONGRESS,FEC ID C00581074,US,,2,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13232051106554576897,MARIANNE WILLIAMSON FOR PRESIDENT,FEC ID C00696054,US,,321,313100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07727807936977698817,VALADAO FOR CONGRESS,FEC ID C00499392,US,,212,130300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10249823728305176577,KATIE ARRINGTON FOR CONGRESS,FEC ID C00653204,US,,24,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00042500385021100033,ERIK OLSEN WI2,FEC ID C00811729,US,,3,9200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18005866711567302657,ABBY BROYLES FOR US SENATE,FEC ID C00725762,US,,33,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12192647855323742209,"Friends for Josh Clark, Inc",FEC ID C00794370,US,,2,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01048834449657036801,SEAN MELOY FOR CONGRESS,FEC ID C00793612,US,,9,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07177763501287407617,Fair Fight,FEC ID C00693515,US,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR10785835921723883521,"34N22, INC.",FEC ID C00789339,US,,3,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03206445905418911745,"CHRIS WEST FOR CONGRESS, INC.",FEC ID C00796524,US,,2,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR07841242352592093185,AMERICANS FOR PROSPERITY,FEC ID C90013285,US,,3,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16056969157194809345,FRIENDS FOR KATHY BARNETTE,FEC ID C00734731,"DE, FR, US",,30,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR01872352234906320897,JIM JUSTICE FOR U.S. SENATE,FEC ID C00839100,US,,8,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12579029160585854977,CLAIRE RUSSO FOR CONGRESS,FEC ID C00721514,US,,12,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR03058419548324626433,CAROLINE COLARUSSO FOR CONGRESS,FEC ID C00746966,US,,15,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18257409683235012609,Friends of Andrew Kalloch,FEC ID C00797522,US,,4,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08133131903441043457,REPUBLICAN MAJORITY FUND,FEC ID C00296640,US,,54,17800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09169555100203483137,Friends of Janelle Stelson,FEC ID C00852368,US,,5,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR16470139238633963521,CALIFORNIA TEACHERS ASSOCIATION,FEC ID C90013756,US,,50,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR09438859136029687809,JOHN CARTER FOR CONGRESS,FEC ID C00371203,US,,86,61300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR05292204963500392449,DR. BAUMLIN FOR PA,FEC ID C00775247,US,,6,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR02009080835147300865,KIRAN SREEPADA FOR CONGRESS,FEC ID C00721761,US,,114,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR08359156309739700225,MONTANA RURAL VOTERS ACTION FUND,FEC ID C00609529,US,,1,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14551605797374132225,JOHN KENNEDY FOR US,FEC ID C00608398,US,,173,682500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15685752316302983169,LIZ CHENEY FOR WYOMING,FEC ID C00607556,US,,71,525100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13204185083860221953,SANBORN FOR NEW HAMPSHIRE,FEC ID C00647610,US,,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR14992958560856440833,DONALD NORCROSS FOR CONGRESS,FEC ID C00558320,US,,21,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR18297561099102322689,Mark Lombardo for Congress,FEC ID C00818351,US,,11,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR17099827108319854593,Teran for Congress,FEC ID C00836890,US,,2,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR15663994905334644737,MCKAYLA WILKES FOR CONGRESS,FEC ID C00765412,US,,66,53700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR00810278909336616961,COFFMAN FOR CONGRESS 2018,FEC ID C00629287,US,,15,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR12836262104927305729,MOOLENAAR FOR CONGRESS,FEC ID C00561530,US,,39,36700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR13105915132616114177,KEVIN KILEY FOR CONGRESS,FEC ID C00801985,US,,2,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
